回答url,页码,评论作者,作者性别,评论内容,作者主页,作者头像,评论时间,评论级别,点赞数,IP属地
https://www.zhihu.com/answer/31248604,1,迈步从头越,男,所谓的xml多出来的功能用json完全一样能表达，重新组织一下结构就是了，没有什么格式在表达上是无可替代的，无非是特定场景下性能效率的区别。但xml那性能到哪都不行啊。,https://www.zhihu.com/people/yao-yu-xing,https://pica.zhimg.com/v2-fdd7c47630d355f74fef8110d3bf386f.jpg?source=06d4cd63,2023-08-16 12:54:54,一级评论,4,美国
https://www.zhihu.com/answer/31248604,1,啦啦啦,未知,json不能写注释,https://www.zhihu.com/people/la-la-la-86-46-17,https://pica.zhimg.com/v2-387cbe77e74ff5f2d4578444fcc3107f.jpg?source=06d4cd63,2023-08-21 10:15:13,二级评论,0,浙江
https://www.zhihu.com/answer/31248604,1,伸缩魔法狗,未知,我写个多余的变量叫注释放在旁边[捂脸],https://www.zhihu.com/people/shen-suo-mo-fa-gou,https://picx.zhimg.com/v2-6bd173440edfd6aca30d50038f9997a7.jpg?source=06d4cd63,2023-08-21 12:24:43,二级评论,5,上海
https://www.zhihu.com/answer/31248604,1,类库,男,干嘛匿名，那么一针见血的回答！,https://www.zhihu.com/people/missdeer,https://picx.zhimg.com/v2-c15d2687010f7eb33ad26ecc113399d5.jpg?source=06d4cd63,2015-01-20 22:02:16,一级评论,2,
https://www.zhihu.com/answer/31248604,1,LIKE,男,一针见血,https://www.zhihu.com/people/like-33,https://picx.zhimg.com/4bdb146560317ba81c8cc0f0c91b0e95.jpg?source=06d4cd63,2014-10-01 13:10:43,一级评论,1,
https://www.zhihu.com/answer/31248604,1,major,未知,"<p>应该没那么夸张xml 有 schema 这个可以做元数据定义，这个json现在有没有我不太清楚好象也有，但我不会用，xml 现在也很成功 html,可以很容易 的还原成xml文档，差距很小，另外 还有office的底层定义也是 xml的 这些都可以算做是成功的xml应用的例子</p>",https://www.zhihu.com/people/mao-gang-34-88,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-01-12 13:53:22,一级评论,0,四川
https://www.zhihu.com/answer/31248604,1,最后的旋律,未知,你说功能那我认为是针对机器而言，这两者实际上并没有区别，只是针对人而言，在某些场景的可读性方面，xml更好,https://www.zhihu.com/people/zui-hou-de-xuan-lv,https://picx.zhimg.com/2a9d7b6215231264b056c70379ea744b.jpg?source=06d4cd63,2023-08-16 09:43:21,一级评论,0,湖南
https://www.zhihu.com/answer/31248604,1,Mind菌,男,机器生成的xml令人头皮发麻<br>可读性还得看toml,https://www.zhihu.com/people/wyatt-17-34,https://pic1.zhimg.com/v2-428631430fb40d7bb20229ca4baab670.jpg?source=06d4cd63,2023-08-18 18:37:38,二级评论,0,上海
https://www.zhihu.com/answer/31248604,1,谢英俊,未知,说的好对,https://www.zhihu.com/people/xie-zhi-quan-69-10,https://pic1.zhimg.com/v2-afd96f01cb70900f39dc98f49ed2aae5.jpg?source=06d4cd63,2019-07-21 01:58:14,一级评论,0,
https://www.zhihu.com/answer/3174710534,1,canonical,男,"<p>XML，JSON和AST本质上并没有区别。XML格式并没有什么问题，但是它的一系列相关规范确实又存在着比较明显的问题。参见<a href=""https://zhuanlan.zhihu.com/p/554294376"" class=""internal"">canonical：XML、JSON和函数AST的等价性</a></p>",https://www.zhihu.com/people/canonical-entropy,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-08-21 12:11:03,一级评论,1,北京
https://www.zhihu.com/answer/3174710534,1,moonlight,未知,[飙泪笑]如metadata？,https://www.zhihu.com/people/moonlight-92-17,https://picx.zhimg.com/v2-125fd1bcd13cfb2b596f64b648761d5c.jpg?source=06d4cd63,2023-08-20 22:29:07,一级评论,3,广东
https://www.zhihu.com/answer/3174710534,1,吴桂,男,meta 是生态，没有程序支持，它就是一段数据，一个信息而已,https://www.zhihu.com/people/xiao-wu-gui-61,https://picx.zhimg.com/v2-94ba1f557a9e90b7e3c4297027231e10.jpg?source=06d4cd63,2023-08-20 22:33:32,二级评论,0,广东
https://www.zhihu.com/answer/3174710534,1,吴桂,男,json里你一样可以用一个约定，去定义这些,https://www.zhihu.com/people/xiao-wu-gui-61,https://picx.zhimg.com/v2-94ba1f557a9e90b7e3c4297027231e10.jpg?source=06d4cd63,2023-08-20 22:34:37,二级评论,0,广东
https://www.zhihu.com/answer/3174710534,1,如花,未知,xml原生支持单行、多行注释,https://www.zhihu.com/people/ru-hua-31-44,https://picx.zhimg.com/v2-fbd4469cc82d9eda738c6740b9197cf5.jpg?source=06d4cd63,2023-08-21 22:05:40,一级评论,1,广西
https://www.zhihu.com/answer/3174710534,1,熊大毛,男,我大json加个字段也能当注释用,https://www.zhihu.com/people/lin-ying-51,https://pic1.zhimg.com/v2-9601e33b5bdbc9aa10dde92f88f12cb7.jpg?source=06d4cd63,2024-04-03 08:07:44,二级评论,0,上海
https://www.zhihu.com/answer/3174710534,1,如花,未知,注释里有双引号，有json怎么办？可以转义啊，只不过可读性跟鬼符一样。,https://www.zhihu.com/people/ru-hua-31-44,https://picx.zhimg.com/v2-fbd4469cc82d9eda738c6740b9197cf5.jpg?source=06d4cd63,2024-04-03 09:34:11,二级评论,0,广西
https://www.zhihu.com/answer/3174710534,1,知乎用户5NzfCf,女,spring bean？,https://www.zhihu.com/people/emancipate-usa,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-08-21 09:03:21,一级评论,0,上海
https://www.zhihu.com/answer/3174710534,1,吴桂,男,分不清生态与信息,https://www.zhihu.com/people/xiao-wu-gui-61,https://pica.zhimg.com/v2-94ba1f557a9e90b7e3c4297027231e10.jpg?source=06d4cd63,2023-08-21 12:28:30,二级评论,0,广东
https://www.zhihu.com/answer/3174710534,1,吴桂,男,生态与信息换句话来说，就是算法与数据结构<br><br>我可以说没有 xml 能表达而 json 不行，也可以说没有 xml 能表达而 struct / class 不行的，只要支持层次结构表达，就和 xml 的能力没有区别，只不过能表达不代表能运行，因为需要对应的算法支撑<br><br>比如我可以封装很多 java bean，但是没有例如 jackson 这样的算法，它们是无法以 json 的形式输出的，但并不代表 java bean 表达不了等价的信息,https://www.zhihu.com/people/xiao-wu-gui-61,https://pic1.zhimg.com/v2-94ba1f557a9e90b7e3c4297027231e10.jpg?source=06d4cd63,2023-08-21 12:34:53,二级评论,0,广东
https://www.zhihu.com/answer/3174710534,1,mapgrep,男,你不能抛开生态不谈，抛开生态那选择就多了。甚至你自己定义一个babala 语言也大差不差。,https://www.zhihu.com/people/mapgrep,https://picx.zhimg.com/v2-f94c2079d5737ffc05d8af4d7bda8110.jpg?source=06d4cd63,2023-08-21 21:43:39,一级评论,1,上海
https://www.zhihu.com/answer/3174710534,1,吴桂,男,就是要抛开生态才能看到说任何一方绝对优势其实就是扯淡，拿着生态现成的别人写好的代码，以为是本质的东西,https://www.zhihu.com/people/xiao-wu-gui-61,https://picx.zhimg.com/v2-94ba1f557a9e90b7e3c4297027231e10.jpg?source=06d4cd63,2023-08-21 22:30:34,二级评论,0,广东
https://www.zhihu.com/answer/3174710534,1,熊大毛,男,从技术上讲xml表达能力更强，可以做复杂的校验，从经济上讲，有利于咨询公司开展业务。,https://www.zhihu.com/people/lin-ying-51,https://picx.zhimg.com/v2-9601e33b5bdbc9aa10dde92f88f12cb7.jpg?source=06d4cd63,2024-04-03 08:06:56,一级评论,0,上海
https://www.zhihu.com/answer/3174710534,1,Khan.Lau,男,xml最初是RPC中间件场景而被广泛使用的数据交换文本格式，目的除了表述，检索外还有校验， JSON纯为了表述。<br>比JSON表述更精简的文本格式还有toml yaml<br>xml也随着CORBA之类的组织一起衰弱,https://www.zhihu.com/people/khan-lau,https://picx.zhimg.com/5abe66069.jpg?source=06d4cd63,2023-09-28 12:08:25,一级评论,0,湖南
https://www.zhihu.com/answer/3174710534,1,小锴龟,男,<p>矩阵，我们之前配置想用json，最后因为矩阵数据很难定义和配置，回到了xml</p>,https://www.zhihu.com/people/xiao-kai-gui-38,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-09-22 15:17:49,一级评论,0,天津
https://www.zhihu.com/answer/3174710534,1,吴桂,男,愿闻其详,https://www.zhihu.com/people/xiao-wu-gui-61,https://picx.zhimg.com/v2-94ba1f557a9e90b7e3c4297027231e10.jpg?source=06d4cd63,2023-09-22 15:26:34,二级评论,0,广东
https://www.zhihu.com/answer/3174710534,1,小锴龟,男,<p>一个结构对称的反应堆，只需要记录其四分之一的模拟结果，一个对角矩阵，里面每个点代表一种燃料棒，不同的燃料棒不同的参数，需要根据数据自行解析成对应的结构，xml很容易根据各种参数来配置不同的结构体，json必须增加很多字段，来确定如何解析成不同的结构体。</p>,https://www.zhihu.com/people/xiao-kai-gui-38,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-09-22 15:41:53,二级评论,1,天津
https://www.zhihu.com/answer/442489759,1,夜悊,男,请问可以再详细讲讲他两为啥适合这两个层面[可怜],https://www.zhihu.com/people/ye-zhe-ning,https://pic1.zhimg.com/v2-dcfd693c5e00e821a9a147652d9a2f01.jpg?source=06d4cd63,2024-03-22 22:02:11,一级评论,0,北京
https://www.zhihu.com/answer/721248264,1,fshiyu,未知,"<p>排版：那个json怎么排版，都很丑，参差不齐，跟狗啃的一样，非常影响阅读体验，所谓可读性，也是包含阅读感受的。</p><p>暗示：所谓的拒绝暗示，是你强加了几个key。这种写法也不是唯一的方式，也就达不到你的拒绝暗示，同样需要文档去描述。</p><p>结束标记：""这样的语法我看了就来气""，这个标记用于强调结束，json里面的花括号，嵌套层次一多，根本分不清，如何谈可读性？按你前面的暗示说法，花括号，简单是简单了，但一点也不明示。在写比较长的且嵌套层次多的代码时，经常会有这样的写法： </p><p>     for (...)</p><p>     {</p><p>          for (...)</p><p>          {</p><p>          } // end for xxx</p><p>     } // end for yyy</p><p>为什么这么写，还不是为了强调一下，方便阅读</p>",https://www.zhihu.com/people/fshiyu,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2020-05-14 18:33:39,一级评论,2,
https://www.zhihu.com/answer/721248264,1,李阳,未知,<p>你难道……不是从C语言开始学的编程？</p>,https://www.zhihu.com/people/li-yang-63-4-6,https://pic1.zhimg.com/v2-98281fe270aa81a10ceec6ac0cb9df2e.jpg?source=06d4cd63,2024-03-25 19:21:42,二级评论,0,北京
https://www.zhihu.com/answer/721248264,1,fshiyu,未知,是，国内有几个不是呢,https://www.zhihu.com/people/fshiyu,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-26 18:15:26,二级评论,0,江苏
https://www.zhihu.com/answer/721248264,1,Aelita,女,"<p>你说反了吧，json应该是xml的特殊化形式。</p><p><br></p><p>你提到的&lt;ui:group ui:block =""400""&gt;，在xml中可以被等价为&lt;ui:group&gt;&lt;ui:block&gt;400&lt;/ui:block&gt;&lt;/ui:group&gt;或&lt;ui:group&gt;&lt;ui:block value=""400""/&gt;&lt;/ui:group&gt;等形式，你如果要用json反而要约定一个“children”，那如果正好遇到一个属性叫children的怎么办？</p><p><br></p><p>以c++的视角来看，xml可以表述为：ui:group-&gt;ui:block==ui:group-&gt;ui:block-&gt;value。但如果用json，可能你在这里叫children，在那里叫item，要跟着变。而xml可以简单的，如果value被占用，甚至可以用override去解决。经典例子就是html的input和textarea。简而言之，xml可以写类似：ui:group-&gt;ui:block=400让其自动生成上面的格式且大多通用，而json不行。</p>",https://www.zhihu.com/people/li-jia-long-9,https://pic1.zhimg.com/v2-d51d8b7632562e68f970c2ca177a2bd4.jpg?source=06d4cd63,2023-08-14 19:03:33,一级评论,1,广东
https://www.zhihu.com/answer/721248264,1,李阳,未知,<p>就是因为等价才不好啊，可以等价就有多种写法都正确，不同的编程者就会两种写法乱写。</p><p>json要多约定一个“children”没错，但是这是因为你的数据本身就有两个分类，而xml恰好有两种属性写法。如果一个需求的属性恰好有两种（比如UI），XML确实是很好用。</p><p>但如果一个需求有三种属性，xml不也要加个“children”？那我是不是要设计一种TXML有三种写法等价？我是不是要针对123456789每个属性数量，都设计一种格式？所以我说:<br>从某种意义上说，Json是Xml的一般化形式。</p><p><br></p><p>但是现实设计中，确实有大量的UI设计，UI的子节点就是分为“本UI属性”和“嵌套的子UI”所以我说：</p><p>不过反过来说，有些场合就是要这种暗示的感觉，比如上面这个例子，控件的嵌套，控件正好有两种属性，一种是控件的长宽参数，另一种是子控件，这种用Xml就很合适。</p><p><br></p><p>专用的工具用于专用的场合肯定比通用的工具好啊，但是程序是讲去耦合的，一个程序只需要XML就装XML即可，如果还有别的需求呢？如果需要三类子节点呢？<br>还有模块徐要五类子节点呢？每种格式的解析程序都要写一个吗？</p><p></p><p></p>,https://www.zhihu.com/people/li-yang-63-4-6,https://pic1.zhimg.com/v2-98281fe270aa81a10ceec6ac0cb9df2e.jpg?source=06d4cd63,2024-01-29 05:38:40,二级评论,0,北京
https://www.zhihu.com/answer/721248264,1,李阳,未知,<p>至于你说的写错，或者覆盖的问题，这个确实存在争议。<br>实现同一个功能，方法越多越好？还是越少越好？前者方便，后者冗余。这个见仁见智。<br>你写错了，是给你报错让你改好？还是程序按照重写处理，不给你报错好？前者安全，但是写起来麻烦。后者方便，但是你无意中写错了，找问题可就复杂了。<br>我个人是不接受冗余的，因为方法越多，人要学的就越多，机器要处理的也越多。<br>我也不能接受重写，设计上重名了，就应该明确分开，覆盖了就会带来报错风险。</p>,https://www.zhihu.com/people/li-yang-63-4-6,https://picx.zhimg.com/v2-98281fe270aa81a10ceec6ac0cb9df2e.jpg?source=06d4cd63,2024-01-29 05:53:32,二级评论,0,北京
https://www.zhihu.com/answer/258561900,1,张明素,未知,json没办法表达树形数据结构?,https://www.zhihu.com/people/zhang-ming-su-48,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2022-01-13 10:54:54,一级评论,4,
https://www.zhihu.com/answer/258561900,1,x001,女,json 也是有 有序hash 和 无序hash,https://www.zhihu.com/people/x001-63,https://pic1.zhimg.com/v2-01c1e8053ba82f6c1a3b8d30e7f7a8ce.jpg?source=06d4cd63,2024-04-01 21:30:54,一级评论,0,北京
https://www.zhihu.com/answer/258561900,1,迦南地,未知,<p>json不是也有一个树的层级么？</p>,https://www.zhihu.com/people/jianan-65,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2020-03-30 22:43:31,一级评论,0,
https://www.zhihu.com/answer/258561900,1,Hobart,未知,<p>想请教一下，请问“树是最复杂的可表达结构”这句话中的“可表达结构”是什么意思呀？图“不可表达”吗？</p>,https://www.zhihu.com/people/hobart-68,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2022-10-10 19:54:05,一级评论,0,北京
https://www.zhihu.com/answer/3165347818,1,星风雪月,未知,"啊？这不是规定了number就是用“.”吗？<br><a href=""http://link.zhihu.com/?target=https%3A//www.json.org/json-en.html"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">https://www.</span><span class=""visible"">json.org/json-en.html</span><span class=""invisible""></span></a><br>这跟地方文化有什么关系？规范如此啊。",https://www.zhihu.com/people/xing-feng-xue-yue,https://picx.zhimg.com/v2-4117f87551753437ad90f1a4c518a776.jpg?source=06d4cd63,2023-08-15 08:42:59,一级评论,106,浙江
https://www.zhihu.com/answer/3165347818,1,从前有座山,未知,<p>这是他们公司的问题[捂脸]，国际化产品，正经的测试工，谁还不知道逗号浮点数的问题[捂脸]</p>,https://www.zhihu.com/people/cong-qian-you-zuo-shan-23-4,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-08-15 17:00:43,二级评论,12,上海
https://www.zhihu.com/answer/3165347818,1,HLpiggies,男,<p>欧洲把逗号当小数点的国家挺多的[捂脸] 德国也是</p>,https://www.zhihu.com/people/HLPig,https://picx.zhimg.com/0d4bbc03d1c4b272d8b78d0cb378f0e4.jpg?source=06d4cd63,2023-08-15 04:54:56,一级评论,66,广东
https://www.zhihu.com/answer/3165347818,1,裸码之道,男,<p>很多系统，在长串的数字中每隔三位加一个逗号（增加可读性），如果理解成小数点，这个冲突怎么破？</p>,https://www.zhihu.com/people/flowcodestudio,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-05-25 10:27:43,二级评论,0,广东
https://www.zhihu.com/answer/3165347818,1,urielvan,男,<p>他们用点表示千分符，用逗号表示小数点[语塞]</p>,https://www.zhihu.com/people/urielvan,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-05-29 14:56:34,二级评论,1,上海
https://www.zhihu.com/answer/3165347818,1,katmiz,男,难不成你们写json是直接拼字符串的？,https://www.zhihu.com/people/huang-cheng-long-5-65,https://pic1.zhimg.com/v2-24e639d030637daecf000ea1f6f19b1c.jpg?source=06d4cd63,2023-08-15 09:08:24,一级评论,59,四川
https://www.zhihu.com/answer/3165347818,1,南雨篱,男,欢迎大家来注入不同内容[害羞],https://www.zhihu.com/people/shellaylee,https://pic1.zhimg.com/v2-0048e75e754dfb81bfc4760ffc7f94ed.jpg?source=06d4cd63,2023-08-15 15:19:47,二级评论,10,荷兰
https://www.zhihu.com/answer/3165347818,1,张家那个小谁,男,[好奇]是啊，他们的程序员好勤劳。,https://www.zhihu.com/people/zhanguoz,https://pic1.zhimg.com/v2-9e9e3d535c4a448dd52f0c4acbc63278.jpg?source=06d4cd63,2023-09-12 07:19:07,二级评论,2,北京
https://www.zhihu.com/answer/3165347818,1,ylh,未知,明明是程序设计的问题，能怪json?,https://www.zhihu.com/people/ylh-sb_zhihu,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-08-15 11:41:54,一级评论,45,浙江
https://www.zhihu.com/answer/3165347818,1,小猪快跑,男,领导要甩锅，你别开腔,https://www.zhihu.com/people/yang-yang-18-81-70,https://picx.zhimg.com/3b9803b4cd669a4f848fc60e5ec0d7c0.jpg?source=06d4cd63,2023-08-15 22:23:44,二级评论,3,四川
https://www.zhihu.com/answer/3165347818,1,car egg,男,这用json用xml有区别吗？[尴尬],https://www.zhihu.com/people/car-egg,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-08-15 22:00:37,一级评论,41,北京
https://www.zhihu.com/answer/3165347818,1,Suerta,未知,不先parse用户输入到number，直接。塞进json里，不出问题才怪,https://www.zhihu.com/people/suerta,https://picx.zhimg.com/v2-75a8fa1eb64a5204313a06cff10709f1.jpg?source=06d4cd63,2023-08-15 11:58:02,一级评论,27,陕西
https://www.zhihu.com/answer/3165347818,1,SONG Kevin,男,<p>嗯？没做过法国项目吗？小数点也是逗号</p>,https://www.zhihu.com/people/SONG_Kevin,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-08-14 22:46:29,一级评论,18,法国
https://www.zhihu.com/answer/3165347818,1,喵喵喵,男,<p>直接把用户输入闭眼传JSON然后转成数字了？怕是不好吧</p>,https://www.zhihu.com/people/yiduqiang,https://picx.zhimg.com/ed2938a985d865eaf6bcde3d3f37c5aa.jpg?source=06d4cd63,2023-08-15 11:24:15,一级评论,13,云南
https://www.zhihu.com/answer/3165347818,1,搬砖的熊猫,未知,这跟json无关，前段值和显示没做好罢了,https://www.zhihu.com/people/ban-zhuan-de-xiong-mao,https://picx.zhimg.com/v2-447c2979049851368537d9a5f87015d0.jpg?source=06d4cd63,2023-09-12 21:26:13,一级评论,6,法国
https://www.zhihu.com/answer/3165347818,1,汪四轮,男,序列化不用STD用Locale？[捂嘴],https://www.zhihu.com/people/wang-si-lun-79,https://picx.zhimg.com/v2-4c30fb6e45ed08eadcdcfc6f35510559.jpg?source=06d4cd63,2023-08-15 08:22:34,一级评论,4,广东
https://www.zhihu.com/answer/3165347818,1,momo,未知,<p>你们的 json 如何生成的，难道是字符串拼接？[捂脸]</p>,https://www.zhihu.com/people/a-bai-33-74-7,https://pica.zhimg.com/v2-fa9c9baf106a320c83c265a49a8f5084.jpg?source=06d4cd63,2023-08-24 13:13:54,一级评论,5,江苏
https://www.zhihu.com/answer/3165347818,1,威哥,男,<p>作为阿根廷人，比索也是逗号我是清楚的[酷]</p>,https://www.zhihu.com/people/zhou-wei-90-15,https://pica.zhimg.com/v2-6901d27b49e294d76eea5e81ad925563.jpg?source=06d4cd63,2023-08-15 11:38:05,一级评论,2,重庆
https://www.zhihu.com/answer/3165347818,1,吴吴,男,明明是重庆人[doge],https://www.zhihu.com/people/wu-wu-81-38,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-08-15 23:26:31,二级评论,0,上海
https://www.zhihu.com/answer/3165347818,1,威哥,男,并不，我是阿根廷人,https://www.zhihu.com/people/zhou-wei-90-15,https://picx.zhimg.com/v2-6901d27b49e294d76eea5e81ad925563.jpg?source=06d4cd63,2023-08-15 23:38:33,二级评论,2,重庆
https://www.zhihu.com/answer/3165347818,1,天池扁舟,未知,编码问题跟json有毛关系啊,https://www.zhihu.com/people/mi-yan-60-53-47,https://picx.zhimg.com/v2-b44d6af2b7e9f3b697c1e5013eb78416.jpg?source=06d4cd63,2023-08-16 23:48:19,一级评论,3,江西
https://www.zhihu.com/answer/3165347818,1,cW5tbGdi,男,<p>土耳其里拉也是逗号，搞iCloud的时候发现的[飙泪笑]</p>,https://www.zhihu.com/people/cW5tbGdi,https://pica.zhimg.com/v2-509e955ae77c29034bf976e04efa65a7.jpg?source=06d4cd63,2023-08-15 12:07:33,一级评论,3,福建
https://www.zhihu.com/answer/3165347818,1,咩咩,男,之前有人提醒过我这个，说俄罗斯那边浮点数解析出问题，没说原因，他们也不知道为什么，bug靠最笨方式修了。，原来问题是这样，那就好解决了,https://www.zhihu.com/people/mian-yang-de-yu-mao,https://picx.zhimg.com/v2-b01d7946910fea05c87e1b92d56e1700.jpg?source=06d4cd63,2023-08-15 07:59:50,一级评论,3,江苏
https://www.zhihu.com/answer/3165347818,1,阿吉豆,未知,汗，这也能坏json ,https://www.zhihu.com/people/a-ji-dou-20,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-09-07 23:31:44,一级评论,1,湖南
https://www.zhihu.com/answer/3165347818,1,清欢,男,直接/不就行了吗？和json有啥关系,https://www.zhihu.com/people/zhi-hu-30-87,https://pic1.zhimg.com/v2-0470558e091c416b148fd910e34e0f64.jpg?source=06d4cd63,2023-08-15 09:36:08,一级评论,2,四川
https://www.zhihu.com/answer/3165347818,1,爱吃西瓜,男,设计同学有没有告诉你，选中是打叉[滑稽],https://www.zhihu.com/people/31-16-17-71,https://pic1.zhimg.com/v2-aa0d8daeb61add5ee040c2e6b8b5f0f0.jpg?source=06d4cd63,2023-08-16 07:44:09,一级评论,1,浙江
https://www.zhihu.com/answer/3165347818,1,606-ABC,未知,热知识：这还真不是西方针对俄罗斯，因为西欧在日常中用逗号表示小数点的国家也不少。[吃瓜],https://www.zhihu.com/people/tony10224,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-08-20 14:46:00,一级评论,2,北京
https://www.zhihu.com/answer/3165347818,1,胡知,未知,"<p>{""a"":1,00}</p>",https://www.zhihu.com/people/hu-zhi-38-91,https://picx.zhimg.com/810892aa65e4e3f93931c32b88fb985e.jpg?source=06d4cd63,2023-08-15 11:26:30,一级评论,2,江苏
https://www.zhihu.com/answer/3165347818,2,nanren,未知,这个那些json解析库 不会自动处理？,https://www.zhihu.com/people/hezy-50,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-08-15 08:12:46,一级评论,2,广东
https://www.zhihu.com/answer/3165347818,2,随云,未知,因为就不应该处理这个问题，数字显示应该由视图层去处理，用户输入应该 parse 成常规的数字表示。你难道要把带着逗号的数直接插数据库里边吗？,https://www.zhihu.com/people/suiyun39,https://picx.zhimg.com/v2-3cda477f0d9e49d654183eeb47ca9851.jpg?source=06d4cd63,2024-05-15 23:20:28,二级评论,1,河北
https://www.zhihu.com/answer/3165347818,2,华复,未知,在全世界范围，用逗号表示小数点的是绝对多数，用点号表示小数点的是绝对小数。<br>只不过恰好你所在的国家以及美国这种计算机技术大国用点号表示，才让你产生了错觉。,https://www.zhihu.com/people/hua-fu-52-14,https://pica.zhimg.com/v2-6115cd1600603ac204e8c74c2e580c87.jpg?source=06d4cd63,2024-05-26 15:42:32,一级评论,1,广东
https://www.zhihu.com/answer/3165347818,2,美军,男,逗号为什么会导致解析失败呢,https://www.zhihu.com/people/mei-jing-kang,https://picx.zhimg.com/09a6658322ffae012f0cb26569a5a2d4.jpg?source=06d4cd63,2023-08-15 08:56:05,一级评论,0,广东
https://www.zhihu.com/answer/3165347818,2,麦是,男,这逗号不是字符串里的逗号吧，是数字的逗号，和json定义冲突了当然得炸。,https://www.zhihu.com/people/mai-shi-2,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-08-15 11:52:35,二级评论,1,广东
https://www.zhihu.com/answer/3165347818,2,迷途,男,问题是想不通怎么发生的啊！用户输入完，后端用字符串去接收了，然后又手动拼接json不加引号发送过去？不然用工具类生成json字符串不可能这样，传字符串带引号，传数字不会有逗号,https://www.zhihu.com/people/continue-6-12,https://pica.zhimg.com/v2-2659284ebe1743bd137650d63df793a9.jpg?source=06d4cd63,2023-08-15 12:08:10,二级评论,2,福建
https://www.zhihu.com/answer/3165347818,2,topgao,男,我们中国的引号用全角字符还分左右，用json也没见出问题[doge]<br>这纯粹就是不会用,https://www.zhihu.com/people/topgao,https://picx.zhimg.com/f4a1cb86b.jpg?source=06d4cd63,2024-07-12 13:45:34,一级评论,0,广东
https://www.zhihu.com/answer/3165347818,2,梦见未来,未知,"<p>德国也是逗号, 而且德国是把逗号和小数点反过来用的</p>",https://www.zhihu.com/people/meng-jian-wei-lai-96,https://picx.zhimg.com/v2-96c44497655137df4b1da949395b468c.jpg?source=06d4cd63,2024-07-09 10:48:24,一级评论,0,美国
https://www.zhihu.com/answer/3165347818,2,被子飞了,未知,<p>C语言里格式化浮点数会被本地化影响，这玩意真是</p>,https://www.zhihu.com/people/chirsz-ever,https://pica.zhimg.com/v2-e1308c34c990bf3a07a8b23c122e4e40.jpg?source=06d4cd63,2024-07-08 19:54:51,一级评论,0,北京
https://www.zhihu.com/answer/3165347818,2,遗迹,男,<p>你们的 JSON 库有 bug，JSON 里的浮点数与 locale 无关</p>,https://www.zhihu.com/people/wlt130,https://picx.zhimg.com/v2-864a472fa67615927f8d038b79c759b2.jpg?source=06d4cd63,2024-07-07 17:10:10,一级评论,0,北京
https://www.zhihu.com/answer/3165347818,2,肖迎军,男,要不你让你们领导先看看json都能表达什么数据类型吧，别什么都用字符串还赖json,https://www.zhihu.com/people/xiao-ying-jun-38-84,https://pic1.zhimg.com/v2-7f44c25c84c976c82a54a9d5d110a15e.jpg?source=06d4cd63,2024-07-07 05:40:52,一级评论,0,浙江
